500 117 999 6377 250 133 10.0 50 250 500 2941 4.591.878,800 276.344,400 4
500 128 999 6550 250 122 10.0 50 250 500 3053 4.606.070,000 290.535,600 4
500 128 999 6610 250 122 10.0 50 250 500 3157 4.607.734,000 292.199,600 4
500 119 999 6195 250 131 10.0 50 250 500 2759 4.580.158,000 264.623,600 4
500 132 999 6658 250 118 10.0 50 250 500 3229 4.609.625,200 294.090,800 4
500 120 999 6773 250 130 10.0 50 250 500 3299 4.619.281,200 303.746,800 4
500 123 999 6227 250 127 10.0 50 250 500 2791 4.582.218,800 266.684,400 4
500 131 999 7056 250 119 10.0 50 250 500 3625 4.635.356,400 319.822,000 4
500 113 999 6384 250 137 10.0 50 250 500 2953 4.592.079,600 276.545,200 4
500 127 999 6399 250 123 10.0 50 250 500 2922 4.595.345,600 279.811,200 4
500 149 999 6150 250 101 10.0 50 250 500 3290 3.998.210,000 286.350,400 5
500 156 999 6106 250 94 10.0 50 250 500 3242 3.995.576,400 283.716,800 5
500 145 999 6408 250 105 10.0 50 250 500 3551 4.014.675,200 302.815,600 5
500 147 999 6386 250 103 10.0 50 250 500 3508 4.014.308,400 302.448,800 5
500 150 999 6462 250 100 10.0 50 250 500 3581 4.019.352,800 307.493,200 5
500 146 999 6352 250 104 10.0 50 250 500 3471 4.012.268,800 300.409,200 5
500 153 999 6097 250 97 10.0 50 250 500 3241 3.994.596,800 282.737,200 5
500 151 999 6287 250 99 10.0 50 250 500 3405 4.008.132,800 296.273,200 5
500 153 999 5910 250 97 10.0 50 250 500 3033 3.983.604,000 271.744,400 5
500 143 999 5919 250 107 10.0 50 250 500 3081 3.982.233,600 270.374,000 5
500 126 999 5674 250 124 10.0 50 250 500 2206 4.719.105,600 232.556,800 6
500 127 999 5705 250 123 10.0 50 250 500 2256 4.720.152,000 233.603,200 6
500 131 999 5322 250 119 10.0 50 250 500 1845 4.696.886,800 210.338,000 6
500 126 999 5221 250 124 10.0 50 250 500 1730 4.691.082,400 204.533,600 6
500 135 999 5496 250 115 10.0 50 250 500 2010 4.708.542,400 221.993,600 6
500 130 999 5483 250 120 10.0 50 250 500 2007 4.707.205,200 220.656,400 6
500 141 999 5491 250 109 10.0 50 250 500 2012 4.707.870,400 221.321,600 6
500 129 999 5580 250 121 10.0 50 250 500 2114 4.712.952,000 226.403,200 6
500 134 999 5371 250 116 10.0 50 250 500 1914 4.699.042,400 212.493,600 6
500 131 999 5372 250 119 10.0 50 250 500 1889 4.700.406,800 213.858,000 6
500 158 999 5544 250 92 10.0 50 250 500 2456 4.305.633,600 241.907,200 7
500 167 999 5264 250 83 10.0 50 250 500 2148 4.289.001,600 225.275,200 7
500 152 999 5356 250 98 10.0 50 250 500 2265 4.293.676,400 229.950,000 7
500 164 999 5737 250 86 10.0 50 250 500 2653 4.317.862,800 254.136,400 7
500 157 999 5336 250 93 10.0 50 250 500 2256 4.291.838,400 228.112,000 7
500 156 999 5184 250 94 10.0 50 250 500 2088 4.282.849,600 219.123,200 7
500 155 999 4934 250 95 10.0 50 250 500 1843 4.266.499,600 202.773,200 7
500 155 999 5002 250 95 10.0 50 250 500 1913 4.270.778,800 207.052,400 7
500 163 999 5243 250 87 10.0 50 250 500 2144 4.286.799,200 223.072,800 7
500 161 999 5017 250 89 10.0 50 250 500 1923 4.271.994,800 208.268,400 7
500 146 999 4794 250 104 10.0 50 250 500 1774 3.941.933,600 197.757,600 8
500 146 999 4898 250 104 10.0 50 250 500 1906 3.947.231,200 203.055,200 8
500 139 999 4796 250 111 10.0 50 250 500 1806 3.940.562,400 196.386,400 8
500 151 999 4787 250 99 10.0 50 250 500 1792 3.940.232,800 196.056,800 8
500 146 999 5005 250 104 10.0 50 250 500 2009 3.954.322,000 210.146,000 8
500 151 999 4914 250 99 10.0 50 250 500 1914 3.948.661,600 204.485,600 8
500 149 999 4935 250 101 10.0 50 250 500 1927 3.950.414,000 206.238,000 8
500 154 999 5083 250 96 10.0 50 250 500 2092 3.959.095,200 214.919,200 8
500 148 999 5634 250 102 10.0 50 250 500 2624 3.995.529,600 251.353,600 8
500 153 999 5020 250 97 10.0 50 250 500 1994 3.956.788,000 212.612,000 8
500 102 999 7078 250 148 10.0 50 250 500 3110 5.646.723,200 301.528,000 9
500 103 999 6315 250 147 10.0 50 250 500 2327 5.598.586,000 253.390,800 9
500 99 999 7142 250 151 10.0 50 250 500 3134 5.652.844,800 307.649,600 9
500 90 999 5924 250 160 10.0 50 250 500 1943 5.573.055,600 227.860,400 9
500 99 999 6430 250 151 10.0 50 250 500 2450 5.605.592,000 260.396,800 9
500 104 999 6734 250 146 10.0 50 250 500 2737 5.626.019,600 280.824,400 9
500 102 999 6319 250 148 10.0 50 250 500 2321 5.599.343,600 254.148,400 9
500 93 999 6282 250 157 10.0 50 250 500 2324 5.594.960,800 249.765,600 9
500 92 999 5878 250 158 10.0 50 250 500 1916 5.569.143,200 223.948,000 9
500 94 999 6245 250 156 10.0 50 250 500 2280 5.592.928,000 247.732,800 9
